open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1651645800000,2807.22000000,2814.37000000,2806.77000000,2814.37000000,3310.39390000,1651646699999,9302224.58893700,3467,1866.70800000,5244930.95808400,0
1651646700000,2814.37000000,2817.78000000,2811.50000000,2816.89000000,3736.95940000,1651647599999,10516659.91433200,4345,1795.69760000,5053166.32365500,0
1651647600000,2816.90000000,2819.18000000,2810.47000000,2812.37000000,5276.09640000,1651648499999,14848501.29283100,6135,2741.95600000,7715851.72750400,0
1651648500000,2812.37000000,2817.70000000,2812.36000000,2816.00000000,1919.97380000,1651649399999,5403671.31165600,2947,1066.30350000,3000844.25750400,0
1651649400000,2816.00000000,2820.19000000,2813.09000000,2817.00000000,3438.10390000,1651650299999,9684192.73274200,4501,1626.41770000,4581178.48132800,0
1651650300000,2817.01000000,2833.70000000,2817.00000000,2829.42000000,8279.82850000,1651651199999,23403656.69419800,9593,5122.56490000,14477126.49488900,0
1651651200000,2829.42000000,2839.82000000,2827.15000000,2834.16000000,10282.70090000,1651652099999,29133531.14874500,10813,5249.10440000,14870735.49190800,0
1651652100000,2834.17000000,2844.00000000,2831.55000000,2842.00000000,5912.30350000,1651652999999,16774945.67405900,8047,3597.86340000,10209621.35997400,0
1651653000000,2842.00000000,2848.00000000,2836.09000000,2838.15000000,9969.13830000,1651653899999,28342208.17653700,9003,4524.01850000,12858421.35099100,0
1651653900000,2838.14000000,2846.70000000,2835.98000000,2843.47000000,3596.12940000,1651654799999,10221263.14446700,4702,1816.64600000,5163622.08590900,0
1651654800000,2843.47000000,2846.42000000,2834.55000000,2837.50000000,3860.77840000,1651655699999,10963644.94676000,5114,1657.94120000,4706857.14604000,0
1651655700000,2837.50000000,2841.00000000,2830.82000000,2833.02000000,6360.12290000,1651656599999,18022062.72630000,5601,4228.07300000,11978827.43565200,0
1651656600000,2833.02000000,2842.00000000,2831.73000000,2839.20000000,4138.66080000,1651657499999,11742973.29731400,4703,2662.00240000,7552218.36789800,0
1651657500000,2839.20000000,2839.42000000,2829.01000000,2832.73000000,3231.73670000,1651658399999,9153986.33242600,4597,1209.20180000,3424905.27949500,0
1651658400000,2832.72000000,2847.04000000,2830.14000000,2846.00000000,4087.45280000,1651659299999,11607526.03156100,6917,2315.83510000,6576379.99910800,0
1651659300000,2845.99000000,2858.67000000,2843.91000000,2854.65000000,8507.82970000,1651660199999,24253187.44076300,13524,5391.20320000,15367159.91319700,0
1651660200000,2854.64000000,2869.68000000,2852.00000000,2868.42000000,10948.25810000,1651661099999,31322226.68604400,12523,7525.36860000,21528913.54270900,0
1651661100000,2868.43000000,2870.01000000,2861.50000000,2864.54000000,7385.49190000,1651661999999,21163838.70426900,7783,4573.74080000,13108032.46286200,0
1651662000000,2864.54000000,2868.98000000,2856.50000000,2863.23000000,4753.60390000,1651662899999,13606126.83279800,7143,2092.31990000,5988879.38542900,0
1651662900000,2863.22000000,2888.75000000,2859.08000000,2877.14000000,12844.72030000,1651663799999,36914844.63228900,22261,7249.28980000,20836066.82122300,0
1651663800000,2877.14000000,2879.90000000,2867.60000000,2879.01000000,5413.04180000,1651664699999,15556918.39191800,8278,2444.10470000,7024322.19399000,0
1651664700000,2879.00000000,2879.10000000,2869.26000000,2870.54000000,4891.64040000,1651665599999,14053682.54210200,6308,2806.11290000,8061251.61983600,0
1651665600000,2870.53000000,2883.72000000,2862.15000000,2863.17000000,9690.51870000,1651666499999,27831059.52394000,9826,5449.44560000,15649660.65432100,0
1651666500000,2863.17000000,2866.99000000,2854.00000000,2855.59000000,4019.92640000,1651667399999,11497853.21819300,8143,1728.60540000,4944202.82379100,0
1651667400000,2855.60000000,2860.49000000,2848.45000000,2859.05000000,5948.72910000,1651668299999,16978767.75234200,10933,3071.39440000,8766282.12269200,0
1651668300000,2859.05000000,2864.00000000,2857.11000000,2859.77000000,3305.70860000,1651669199999,9455304.71777600,4694,1782.54220000,5098733.94357800,0
1651669200000,2859.77000000,2867.66000000,2858.62000000,2862.60000000,4290.58500000,1651670099999,12286270.55182100,5488,2390.21510000,6843815.14902300,0
1651670100000,2862.61000000,2869.21000000,2862.15000000,2866.24000000,2969.26750000,1651670999999,8507882.68788100,4280,1510.85020000,4328621.61433000,0
1651671000000,2866.25000000,2866.93000000,2852.58000000,2857.68000000,8417.86060000,1651671899999,24057658.03289800,9884,4097.86270000,11709999.34214000,0
1651671900000,2857.67000000,2859.21000000,2834.77000000,2837.08000000,10032.14740000,1651672799999,28552175.05852700,11644,4495.57530000,12794474.35126300,0
1651672800000,2837.09000000,2845.35000000,2834.60000000,2841.45000000,6998.00120000,1651673699999,19871719.11075100,8347,3659.38050000,10391395.06232600,0
1651673700000,2841.45000000,2846.50000000,2836.38000000,2844.53000000,3384.50990000,1651674599999,9616730.87814600,5564,1623.48160000,4613141.96758800,0
1651674600000,2844.52000000,2847.11000000,2838.55000000,2843.82000000,4514.27700000,1651675499999,12832341.25237700,5837,2267.19600000,6444015.35579000,0
1651675500000,2843.81000000,2846.29000000,2837.00000000,2838.04000000,2682.49660000,1651676399999,7619561.72785600,4682,1174.93750000,3337325.38861400,0
1651676400000,2838.04000000,2839.63000000,2826.13000000,2831.71000000,6935.69610000,1651677299999,19645443.30889300,8924,3157.89320000,8945265.28782600,0
1651677300000,2831.71000000,2838.59000000,2831.22000000,2833.17000000,2879.51320000,1651678199999,8165038.72067900,4983,1555.34610000,4410122.67301400,0
1651678200000,2833.17000000,2852.00000000,2828.58000000,2842.66000000,5082.08290000,1651679099999,14437182.95613500,7847,2730.42980000,7755465.91472400,0
1651679100000,2842.66000000,2850.36000000,2841.50000000,2844.26000000,3861.48810000,1651679999999,10992501.71036800,6402,1996.23180000,5682356.66604700,0
1651680000000,2844.27000000,2847.95000000,2835.46000000,2847.94000000,3287.19690000,1651680899999,9339989.44881800,5461,1685.51710000,4789206.93506500,0
1651680900000,2847.95000000,2874.44000000,2844.85000000,2865.46000000,9223.05250000,1651681799999,26400960.93101400,13169,4897.00750000,14018031.26530700,0
1651681800000,2865.47000000,2866.93000000,2854.96000000,2858.98000000,7230.49880000,1651682699999,20673349.41546300,6894,2609.22610000,7458337.49966300,0
1651682700000,2858.97000000,2860.35000000,2846.25000000,2857.86000000,4805.84000000,1651683599999,13705290.67185000,6743,2097.10390000,5980787.40585700,0
1651683600000,2857.86000000,2862.73000000,2837.19000000,2841.47000000,6406.52520000,1651684499999,18255927.04721800,8805,3030.17970000,8633172.53389100,0
1651684500000,2841.47000000,2848.89000000,2839.53000000,2843.55000000,4654.49620000,1651685399999,13236016.85816000,6308,2233.94440000,6352363.84439300,0
1651685400000,2843.56000000,2846.13000000,2836.37000000,2844.22000000,4062.85490000,1651686299999,11541859.71081000,6038,2046.13250000,5812020.81303200,0
1651686300000,2844.23000000,2861.41000000,2838.37000000,2852.27000000,6429.62520000,1651687199999,18326965.47211600,8715,3412.80340000,9727079.04527600,0
1651687200000,2852.27000000,2872.99000000,2839.06000000,2848.43000000,30920.74700000,1651688099999,88318540.45301100,33801,15318.11010000,43748169.71878500,0
1651688100000,2848.44000000,2860.87000000,2826.67000000,2856.55000000,13424.36760000,1651688999999,38164418.62468400,17358,6680.61290000,19000515.72178300,0
1651689000000,2856.55000000,2870.10000000,2827.11000000,2866.33000000,29579.90210000,1651689899999,84162283.61625300,31367,14401.10100000,40977088.42256200,0
1651689900000,2866.22000000,2947.57000000,2865.40000000,2935.00000000,33388.06730000,1651690799999,97219877.59382100,52948,19169.87360000,55794595.08975100,0
1651690800000,2935.00000000,2965.85000000,2929.78000000,2958.47000000,23848.45840000,1651691699999,70362489.06644300,29137,12040.76800000,35524647.53863800,0
1651691700000,2958.48000000,2963.54000000,2942.33000000,2949.05000000,10722.77270000,1651692599999,31652556.40434600,13895,5585.99950000,16488439.68762300,0
1651692600000,2949.05000000,2962.00000000,2947.51000000,2954.14000000,9410.32080000,1651693499999,27824811.69817500,10092,5148.58130000,15221712.01680000,0
1651693500000,2954.14000000,2957.98000000,2943.86000000,2955.71000000,6039.07140000,1651694399999,17824633.35250400,9508,3058.69900000,9028605.59249400,0
1651694400000,2955.70000000,2958.61000000,2945.00000000,2949.25000000,9845.98360000,1651695299999,29076746.66018500,9117,3737.21860000,11041360.36931500,0
1651695300000,2949.26000000,2950.26000000,2944.18000000,2948.78000000,3369.42300000,1651696199999,9929275.28304100,5036,2067.50540000,6092498.70235000,0
1651696200000,2948.78000000,2953.96000000,2947.64000000,2949.99000000,3627.41910000,1651697099999,10702534.13322100,4323,1582.08880000,4668165.91754600,0
1651697100000,2950.00000000,2950.05000000,2944.09000000,2946.00000000,2478.46180000,1651697999999,7302061.12606300,3627,1361.70300000,4011927.19822300,0
1651698000000,2946.00000000,2952.33000000,2945.99000000,2948.04000000,2059.01080000,1651698899999,6071851.30967100,3883,1131.44580000,3336069.34813700,0
1651698900000,2948.04000000,2948.08000000,2945.00000000,2945.99000000,1984.26480000,1651699799999,5845922.28247300,3494,1042.62010000,3071635.75234400,0
1651699800000,2946.00000000,2946.60000000,2935.96000000,2936.78000000,2133.34310000,1651700699999,6278441.30200300,4550,746.50240000,2197312.42814900,0
1651700700000,2936.77000000,2940.10000000,2933.31000000,2935.35000000,3850.14730000,1651701599999,11305862.88217100,9401,2694.39130000,7911495.45786900,0
1651701600000,2935.35000000,2938.36000000,2933.30000000,2933.31000000,1994.61660000,1651702499999,5855827.68361400,5437,1104.14280000,3241472.19528100,0
1651702500000,2933.31000000,2937.65000000,2925.52000000,2928.76000000,12210.72310000,1651703399999,35782378.33922100,21764,8720.34420000,25551950.42083800,0
1651703400000,2928.77000000,2933.07000000,2925.54000000,2926.11000000,3344.92460000,1651704299999,9797001.62079400,6657,1942.67510000,5689431.61459700,0
1651704300000,2926.12000000,2928.84000000,2923.41000000,2925.30000000,2888.88400000,1651705199999,8454572.09711300,4898,1505.95580000,4407624.51459800,0
1651705200000,2925.29000000,2931.62000000,2921.20000000,2928.97000000,4641.42320000,1651706099999,13583864.02320000,7815,2628.51710000,7694141.49716400,0
1651706100000,2928.97000000,2937.19000000,2927.00000000,2934.17000000,3463.87450000,1651706999999,10156516.93461100,5474,1968.48760000,5771103.99401500,0
1651707000000,2934.17000000,2940.06000000,2933.98000000,2939.68000000,3227.03720000,1651707899999,9478518.44821200,4324,2061.78320000,6055677.21536900,0
1651707900000,2939.68000000,2945.00000000,2938.96000000,2940.64000000,3824.69510000,1651708799999,11249944.18692000,5043,2213.26280000,6509865.90414100,0
1651708800000,2940.65000000,2954.65000000,2940.29000000,2946.17000000,8360.17770000,1651709699999,24652130.37917700,10279,5202.06520000,15338429.57932800,0
1651709700000,2946.17000000,2949.21000000,2937.57000000,2949.13000000,4408.11260000,1651710599999,12979248.25066000,6115,2493.38370000,7341575.06147500,0
1651710600000,2949.12000000,2950.57000000,2945.41000000,2946.64000000,2893.25640000,1651711499999,8529017.51603700,4882,1740.61900000,5131400.35507300,0
1651711500000,2946.64000000,2947.20000000,2941.37000000,2942.99000000,1909.58910000,1651712399999,5622090.13662500,4605,771.43130000,2271385.18882500,0
1651712400000,2942.99000000,2945.70000000,2940.25000000,2941.15000000,2216.48100000,1651713299999,6522390.27390200,3873,1168.52200000,3438267.53503500,0
1651713300000,2941.15000000,2949.60000000,2940.01000000,2948.31000000,1665.79880000,1651714199999,4903702.83687500,3308,900.15090000,2649864.53141500,0
1651714200000,2948.31000000,2949.51000000,2945.00000000,2946.97000000,1666.69960000,1651715099999,4911928.00945500,3264,1016.54540000,2995753.54809900,0
1651715100000,2946.96000000,2946.97000000,2940.00000000,2940.86000000,1957.98350000,1651715999999,5761734.56119500,3312,877.27930000,2581529.83728200,0
1651716000000,2940.86000000,2952.44000000,2939.46000000,2949.91000000,3664.06850000,1651716899999,10800378.16351900,4852,1952.68590000,5755519.82809200,0
1651716900000,2949.91000000,2950.76000000,2945.41000000,2947.35000000,1913.60640000,1651717799999,5641539.92393400,2733,1075.84570000,3171981.38986400,0
1651717800000,2947.35000000,2948.59000000,2945.00000000,2948.20000000,1754.70490000,1651718699999,5171422.97164500,2938,945.92640000,2787627.19318600,0
1651718700000,2948.20000000,2950.48000000,2944.17000000,2947.49000000,2869.20270000,1651719599999,8455612.89763800,3517,1495.21760000,4406091.21430600,0
1651719600000,2947.48000000,2947.49000000,2943.00000000,2944.57000000,1770.35160000,1651720499999,5213635.09099600,3284,781.35930000,2301011.82292400,0
1651720500000,2944.57000000,2944.99000000,2943.52000000,2944.01000000,1655.76550000,1651721399999,4874969.34435100,3248,628.30140000,1849863.23611600,0
1651721400000,2944.01000000,2944.01000000,2937.21000000,2938.50000000,2917.79180000,1651722299999,8577999.97677700,3996,1348.94000000,3965735.67162400,0
1651722300000,2938.50000000,2943.86000000,2937.88000000,2941.60000000,1858.68870000,1651723199999,5467235.32989800,2998,964.08810000,2835673.46725500,0
1651723200000,2941.59000000,2942.06000000,2938.29000000,2938.87000000,1552.76310000,1651724099999,4565887.04246700,3192,740.49710000,2177396.17618000,0
1651724100000,2938.88000000,2944.37000000,2938.87000000,2942.36000000,1638.94890000,1651724999999,4821590.05039200,2489,682.40120000,2007098.45313700,0
1651725000000,2942.37000000,2945.99000000,2940.15000000,2945.83000000,1258.00680000,1651725899999,3701714.78908500,2099,569.04030000,1674318.57178800,0
1651725900000,2945.83000000,2948.20000000,2945.44000000,2945.45000000,2011.79060000,1651726799999,5927956.85992900,2588,1237.36140000,3645920.66691100,0
1651726800000,2945.45000000,2946.22000000,2943.13000000,2946.21000000,1731.98300000,1651727699999,5099886.14459900,2956,1006.25750000,2962815.42458800,0
1651727700000,2946.22000000,2951.63000000,2939.99000000,2940.12000000,3154.62210000,1651728599999,9290613.00116600,4015,1621.49680000,4774977.78545300,0
1651728600000,2940.11000000,2940.12000000,2930.21000000,2934.69000000,2859.04900000,1651729499999,8393322.93810400,4348,1176.27220000,3452547.29698400,0
1651729500000,2934.69000000,2937.00000000,2927.54000000,2931.61000000,3285.02980000,1651730399999,9632886.55053400,4651,1422.41010000,4170745.68680500,0
1651730400000,2931.61000000,2938.75000000,2931.28000000,2937.32000000,2291.53280000,1651731299999,6724281.40461000,3633,1340.28260000,3932370.22488200,0
1651731300000,2937.32000000,2939.98000000,2932.01000000,2932.64000000,2206.33610000,1651732199999,6478916.45896900,2925,880.15970000,2584691.57886200,0
1651732200000,2932.64000000,2933.81000000,2927.63000000,2930.20000000,2439.06250000,1651733099999,7148016.66768900,3716,1150.46130000,3371454.44952300,0
1651733100000,2930.20000000,2932.81000000,2927.44000000,2928.66000000,1670.69180000,1651733999999,4895547.95130100,3067,910.43780000,2667789.54472100,0
1651734000000,2928.63000000,2931.00000000,2926.66000000,2927.98000000,2244.38180000,1651734899999,6572803.82210800,4193,1042.77590000,3053765.84118200,0
1651734900000,2927.99000000,2933.84000000,2925.00000000,2932.10000000,2345.55960000,1651735799999,6873485.29414000,4238,1297.22480000,3801208.74036900,0
1651735800000,2932.09000000,2938.00000000,2932.09000000,2937.23000000,1653.67930000,1651736699999,4854044.63936200,3189,848.53730000,2490489.50617100,0
1651736700000,2937.23000000,2938.78000000,2933.67000000,2934.06000000,2045.38390000,1651737599999,6005196.74421100,3271,811.14300000,2381678.77155600,0
1651737600000,2934.06000000,2936.77000000,2917.64000000,2933.47000000,7867.27460000,1651738499999,23023913.62894600,9614,3295.95760000,9645591.81132900,0
1651738500000,2933.48000000,2934.60000000,2930.00000000,2930.99000000,1836.44630000,1651739399999,5385524.70929500,3290,740.42430000,2171303.75125200,0
1651739400000,2930.99000000,2931.04000000,2921.08000000,2923.14000000,2449.59330000,1651740299999,7168048.78049600,4541,857.56300000,2508984.10551700,0
1651740300000,2923.14000000,2929.20000000,2922.00000000,2925.04000000,2324.26370000,1651741199999,6799911.29986400,4094,976.37610000,2856484.24124100,0
1651741200000,2925.05000000,2932.72000000,2924.78000000,2931.55000000,2209.48080000,1651742099999,6470774.27194000,3809,1068.23200000,3128310.01890700,0
1651742100000,2931.55000000,2931.55000000,2916.68000000,2918.98000000,3277.40420000,1651742999999,9578624.76972700,4729,1339.01310000,3913023.70430000,0
1651743000000,2918.98000000,2923.28000000,2916.48000000,2922.61000000,2430.46290000,1651743899999,7097066.27211100,4194,1119.57510000,3269233.05250400,0
1651743900000,2922.61000000,2925.37000000,2918.47000000,2923.80000000,1940.55640000,1651744799999,5670478.61410000,3395,1064.87980000,3111778.41520400,0
1651744800000,2923.81000000,2930.33000000,2923.35000000,2930.33000000,2501.11880000,1651745699999,7320849.57550800,4147,1471.54850000,4306882.74550300,0
1651745700000,2930.33000000,2932.39000000,2924.60000000,2931.88000000,2543.35530000,1651746599999,7443937.81544000,4380,1287.09600000,3766787.80332500,0
1651746600000,2931.89000000,2938.78000000,2930.00000000,2935.09000000,2724.78220000,1651747499999,7995006.13258400,4687,1590.35740000,4666320.93624200,0
1651747500000,2935.09000000,2935.09000000,2925.57000000,2928.06000000,2522.50380000,1651748399999,7390543.59071800,4121,1245.67780000,3649817.02404500,0
1651748400000,2928.05000000,2933.28000000,2927.35000000,2929.53000000,2925.00570000,1651749299999,8569587.10723500,3784,1644.79570000,4818400.11967100,0
1651749300000,2929.52000000,2931.85000000,2927.12000000,2930.60000000,1976.11690000,1651750199999,5789447.51377800,3177,1111.96500000,3257584.65559400,0
1651750200000,2930.60000000,2931.04000000,2927.06000000,2931.04000000,2040.19950000,1651751099999,5974741.12403500,3169,1254.42860000,3673503.08783900,0
1651751100000,2931.04000000,2931.16000000,2921.60000000,2925.67000000,3210.96500000,1651751999999,9390480.42229400,5062,1734.84670000,5072929.37436600,0
1651752000000,2925.67000000,2935.00000000,2922.42000000,2931.16000000,2817.65500000,1651752899999,8248393.35108100,4879,1364.56530000,3994797.23920500,0
1651752900000,2931.16000000,2932.32000000,2925.69000000,2931.21000000,2333.69380000,1651753799999,6836531.02010400,4084,1256.36070000,3680158.20893400,0
1651753800000,2931.20000000,2934.81000000,2929.55000000,2932.32000000,2209.35710000,1651754699999,6478808.34747800,3819,1225.17380000,3592758.30614800,0
1651754700000,2932.31000000,2934.14000000,2928.16000000,2929.47000000,2435.29450000,1651755599999,7138833.91344900,3521,1248.03130000,3658412.03042000,0
1651755600000,2929.46000000,2929.84000000,2921.39000000,2926.84000000,4213.66320000,1651756499999,12328195.73145500,4892,1584.58990000,4635850.55780900,0
1651756500000,2926.83000000,2929.71000000,2919.36000000,2923.70000000,3941.26000000,1651757399999,11525326.28642100,5672,1973.68990000,5771225.72940500,0
1651757400000,2923.70000000,2924.37000000,2910.73000000,2911.33000000,9147.63690000,1651758299999,26691636.55148200,11359,4097.94840000,11957368.41521000,0
1651758300000,2911.33000000,2914.47000000,2891.68000000,2894.21000000,19795.22010000,1651759199999,57420937.14296800,17683,7091.05410000,20570169.57154900,0
1651759200000,2894.22000000,2904.00000000,2872.88000000,2884.51000000,19057.51130000,1651760099999,54978395.62540200,22656,9690.68800000,27957543.15409300,0
1651760100000,2884.50000000,2885.00000000,2858.56000000,2870.39000000,13259.48290000,1651760999999,38044359.97969700,17215,6297.57190000,18069477.34376200,0
1651761000000,2870.38000000,2871.11000000,2840.01000000,2851.55000000,17336.65860000,1651761899999,49469989.08261400,20529,8129.51440000,23196800.12272000,0
1651761900000,2851.55000000,2852.94000000,2810.00000000,2830.42000000,18289.77130000,1651762799999,51805810.01153300,23520,8516.67160000,24130728.78336700,0
1651762800000,2830.27000000,2831.12000000,2731.00000000,2783.40000000,58180.08940000,1651763699999,161803656.84095600,74148,25192.87080000,70151443.49337100,0
1651763700000,2783.40000000,2787.65000000,2753.11000000,2764.16000000,33596.71330000,1651764599999,93061116.22297700,41793,15424.63160000,42711891.04887400,0
1651764600000,2764.15000000,2780.00000000,2757.03000000,2759.09000000,24664.50630000,1651765499999,68293096.78432800,26777,12768.57360000,35350674.59963200,0
1651765500000,2759.10000000,2766.37000000,2728.41000000,2742.85000000,28993.61100000,1651766399999,79549794.27145400,33458,14200.52680000,38954246.09923400,0
1651766400000,2742.85000000,2761.10000000,2728.72000000,2744.57000000,24998.48040000,1651767299999,68572440.45146200,28892,12925.97880000,35459764.01816500,0
1651767300000,2744.57000000,2771.96000000,2740.32000000,2758.81000000,16501.29770000,1651768199999,45471460.74260400,19081,9296.16010000,25612897.79947100,0
1651768200000,2758.81000000,2760.46000000,2739.18000000,2746.32000000,10298.26710000,1651769099999,28306647.54343300,14197,4895.97380000,13458556.68168300,0
1651769100000,2746.31000000,2764.38000000,2745.05000000,2760.27000000,8622.19370000,1651769999999,23746652.16234700,10994,4754.38510000,13094409.04718200,0
1651770000000,2760.28000000,2771.65000000,2758.00000000,2758.70000000,10847.68490000,1651770899999,29980371.24644900,12317,4948.24390000,13677764.01309300,0
1651770900000,2758.70000000,2761.24000000,2745.32000000,2752.92000000,8604.74620000,1651771799999,23688025.27978600,14660,3720.34020000,10241348.47131500,0
1651771800000,2752.93000000,2761.12000000,2746.44000000,2753.38000000,8974.12810000,1651772699999,24715751.19303100,11435,4398.98070000,12114251.17175800,0
1651772700000,2753.38000000,2754.91000000,2742.00000000,2743.04000000,7392.43860000,1651773599999,20322857.38167100,9370,3268.33620000,8984825.72885100,0
1651773600000,2743.03000000,2751.62000000,2734.29000000,2743.64000000,9124.88530000,1651774499999,25009675.39655600,11972,4205.02340000,11526378.05606500,0
1651774500000,2743.64000000,2752.94000000,2704.26000000,2718.78000000,27048.06290000,1651775399999,73668308.75242600,32961,11815.12070000,32185289.02899600,0
1651775400000,2718.78000000,2729.15000000,2714.47000000,2720.29000000,18132.99790000,1651776299999,49354724.88918700,20174,8581.32900000,23356039.71742600,0
1651776300000,2720.30000000,2742.34000000,2720.29000000,2728.99000000,13340.52810000,1651777199999,36423889.43807400,15172,6405.39730000,17487967.67421700,0
1651777200000,2729.00000000,2729.58000000,2704.10000000,2709.60000000,21700.88530000,1651778099999,58954646.84831700,21164,10157.97960000,27596464.83357400,0
1651778100000,2709.59000000,2718.34000000,2683.00000000,2702.47000000,27305.65650000,1651778999999,73830823.30372200,31431,11863.39930000,32090849.84813300,0
1651779000000,2702.47000000,2721.88000000,2697.04000000,2711.37000000,25499.66050000,1651779899999,69032081.10749700,20906,15029.69800000,40672418.21260800,0
1651779900000,2711.37000000,2733.18000000,2705.57000000,2729.12000000,19957.53920000,1651780799999,54332575.90716200,21866,9861.96240000,26846816.25914800,0
1651780800000,2729.12000000,2734.39000000,2714.08000000,2732.78000000,10158.50130000,1651781699999,27668064.97310400,12743,5013.63640000,13656287.25056600,0
1651781700000,2732.78000000,2738.32000000,2725.44000000,2736.43000000,9621.59710000,1651782599999,26292645.41485900,15540,4240.09290000,11585350.99142200,0
1651782600000,2736.44000000,2752.41000000,2733.38000000,2745.64000000,13941.79940000,1651783499999,38247713.00270400,22671,6583.93710000,18062984.99688100,0
1651783500000,2745.64000000,2756.50000000,2741.00000000,2756.44000000,9858.36580000,1651784399999,27105370.10661100,14553,4423.24890000,12162948.54269700,0
1651784400000,2756.44000000,2756.51000000,2741.53000000,2746.56000000,5229.71480000,1651785299999,14378198.21579300,9673,2202.60160000,6054975.36607600,0
1651785300000,2746.55000000,2756.26000000,2745.93000000,2749.83000000,3094.66310000,1651786199999,8512244.22354900,5848,1387.27620000,3816282.18486600,0
1651786200000,2749.82000000,2752.74000000,2745.79000000,2749.50000000,2011.78820000,1651787099999,5531188.94874000,4375,1058.17650000,2909101.32768800,0
1651787100000,2749.50000000,2749.94000000,2735.46000000,2738.21000000,5617.35230000,1651787999999,15406608.68513700,7046,1680.80640000,4609481.33646200,0
1651788000000,2738.22000000,2746.49000000,2733.97000000,2745.36000000,7256.61480000,1651788899999,19898056.28119800,6468,2187.76410000,5996760.06600300,0
1651788900000,2745.37000000,2745.37000000,2734.27000000,2742.10000000,3312.18340000,1651789799999,9075940.61499000,4255,1648.78560000,4516916.95985500,0
1651789800000,2742.10000000,2747.70000000,2739.23000000,2739.59000000,4499.15570000,1651790699999,12343265.53694500,4344,1811.64640000,4968936.85447500,0
1651790700000,2739.60000000,2742.73000000,2732.99000000,2736.83000000,3684.82970000,1651791599999,10087106.33067100,4295,1976.92910000,5410854.09197000,0
1651791600000,2736.83000000,2752.12000000,2735.24000000,2748.17000000,5143.65260000,1651792499999,14112880.83783800,6027,2688.77340000,7377390.83727500,0
1651792500000,2748.18000000,2753.02000000,2738.73000000,2745.73000000,3569.05290000,1651793399999,9800528.30783600,4769,1918.49650000,5268992.17576200,0
1651793400000,2745.72000000,2749.54000000,2743.19000000,2748.37000000,2059.11750000,1651794299999,5655747.05613200,3438,1154.95640000,3172064.58382500,0
1651794300000,2748.37000000,2752.48000000,2744.72000000,2747.97000000,4514.72440000,1651795199999,12411005.22391600,4762,2450.67110000,6736468.36983400,0
1651795200000,2747.96000000,2751.78000000,2737.56000000,2737.97000000,7971.25470000,1651796099999,21879327.17116400,7206,3332.77080000,9147385.09155900,0
1651796100000,2737.97000000,2742.88000000,2736.29000000,2740.00000000,3206.08330000,1651796999999,8782345.71344900,3813,1851.40730000,5070877.70229600,0
1651797000000,2740.01000000,2740.01000000,2731.46000000,2734.59000000,4205.01820000,1651797899999,11501664.65830600,6040,1497.72450000,4096451.26890900,0
1651797900000,2734.60000000,2739.61000000,2724.00000000,2737.67000000,6790.84670000,1651798799999,18543176.14192300,8739,2503.12840000,6835104.38045200,0
1651798800000,2737.67000000,2740.52000000,2729.66000000,2729.67000000,3512.83690000,1651799699999,9605018.69717900,5112,1764.82240000,4825882.66124300,0
1651799700000,2729.66000000,2736.78000000,2725.26000000,2732.57000000,6227.38810000,1651800599999,17007335.67366400,5812,2963.66420000,8093146.41173500,0
1651800600000,2732.56000000,2739.07000000,2730.52000000,2737.12000000,2676.16940000,1651801499999,7318714.79804900,3480,1298.76180000,3551489.46453100,0
1651801500000,2737.12000000,2739.78000000,2733.88000000,2739.15000000,2318.94160000,1651802399999,6346382.97210700,3498,1206.24930000,3301004.73650400,0
1651802400000,2739.15000000,2746.00000000,2738.94000000,2744.28000000,2605.56790000,1651803299999,7144497.48006400,4077,1516.17390000,4157311.34052800,0
1651803300000,2744.27000000,2758.18000000,2743.67000000,2757.01000000,4433.71410000,1651804199999,12197733.66180400,6304,2739.84890000,7536835.95669600,0
1651804200000,2757.02000000,2757.23000000,2750.29000000,2752.23000000,2808.03360000,1651805099999,7731692.41609600,4111,1411.24450000,3885309.52541500,0
1651805100000,2752.24000000,2753.26000000,2745.08000000,2746.60000000,2840.31180000,1651805999999,7806954.12185700,3975,1160.20600000,3188608.59211700,0
1651806000000,2746.61000000,2752.40000000,2742.46000000,2745.45000000,3238.60290000,1651806899999,8897375.07928000,4036,1582.76430000,4349067.91772500,0
1651806900000,2745.46000000,2746.00000000,2741.41000000,2742.32000000,2177.30750000,1651807799999,5973201.13728100,3313,954.30780000,2617949.31073200,0
1651807800000,2742.31000000,2746.30000000,2739.48000000,2740.27000000,3080.05130000,1651808699999,8449138.78775100,3980,1332.62080000,3655254.65858100,0
1651808700000,2740.28000000,2747.10000000,2739.34000000,2746.39000000,3399.41770000,1651809599999,9324128.76496500,3855,1416.08100000,3883280.57382000,0
1651809600000,2746.38000000,2746.80000000,2735.49000000,2735.49000000,2853.61520000,1651810499999,7818715.09487300,4673,1260.82220000,3453749.26035600,0
1651810500000,2735.49000000,2742.17000000,2734.07000000,2737.59000000,3384.54500000,1651811399999,9265329.79635300,4840,1419.02330000,3884476.41683100,0
1651811400000,2737.64000000,2739.58000000,2735.27000000,2739.41000000,2221.66450000,1651812299999,6082688.74397200,3873,998.39660000,2733499.45448900,0
1651812300000,2739.41000000,2746.98000000,2738.82000000,2746.97000000,3032.00080000,1651813199999,8316517.07644900,4320,1232.08570000,3379126.53202500,0
